ID	Gene	chr	start	end	strand	band	type	sample	nProbesCr	nProbesAf	logR	baf	nAraw	nBraw	nMajor	nMinor	purifiedLogR	purifiedBaf	purifiedLoh	CNstatus	LOHstatus	minPurifiedLogR	maxPurifiedLogR	breaksInGene
ENSG00000178573	MAF	chr16	79585843	79600737	-1	q23.2	protein_coding	patient4	60578	41514	0.1019	0.4979	2.0882	2.0599	2.0	2.0	0.1655	0.4966	0.0068	Normal	HET	0.1655	0.1655	0
ENSG00000138413	IDH1	chr2	208236227	208266074	-1	q34	protein_coding	patient4	132190	74489	0.011	0.3783	2.626	1.1194	3.0	1.0	0.0182	0.2989	0.4022	Normal	HET	0.0182	0.0182	0
ENSG00000097007	ABL1	chr9	130713946	130887675	1	q34.12	protein_coding	patient4	14502	7934	-0.3192	0.2681	2.3816	0.0978	2.0	0.0	-0.577	0.0394	0.9211	Normal	LOH	-0.577	-0.577	0
ENSG00000107485	GATA3	chr10	8045378	8075198	1	p14	protein_coding	patient4	17172	13073	-0.1054	0.4114	2.1387	1.127	2.0	1.0	-0.1795	0.3451	0.3098	Normal	HET	-0.1795	-0.1795	0
ENSG00000169249	ZRSR2	chrX	15790472	15823260	1	p22.2	protein_coding	patient4	72022	24151	-0.1431	0.2301	3.0607	0.0576	3.0	0.0	-0.2462	0.0185	0.9631	Normal	LOH	-0.2462	-0.2462	0
ENSG00000106462	EZH2	chr7	148807383	148884321	-1	q36.1	protein_coding	patient4	51401	31177	0.1588	0.4974	2.2247	2.1884	2.0	2.0	0.2548	0.4959	0.0082	Normal	HET	0.2548	0.2548	0
ENSG00000113916	BCL6	chr3	187721377	187745725	-1	q27.3	protein_coding	patient4	26406	17126	0.935	0.2934	7.0767	2.2237	7.0	2.0	1.3304	0.2391	0.5218	AMP	HET	1.3304	1.3304	0
ENSG00000183337	BCOR	chrX	40049815	40177329	-1	p11.4	protein_coding	patient4	72022	24151	-0.1431	0.2301	3.0607	0.0576	3.0	0.0	-0.2462	0.0185	0.9631	Normal	LOH	-0.2462	-0.2462	0
ENSG00000073282	TP63	chr3	189631389	189897276	1	q28	protein_coding	patient4	26406	17126	0.935	0.2934	7.0767	2.2237	7.0	2.0	1.3304	0.2391	0.5218	AMP	HET	1.3304	1.3304	0
ENSG00000187741	FANCA	chr16	89737549	89816657	-1	q24.3	protein_coding	patient4	60578	41514	0.1019	0.4979	2.0882	2.0599	2.0	2.0	0.1655	0.4966	0.0068	Normal	HET	0.1655	0.1655	0
ENSG00000183765	CHEK2	chr22	28687743	28742422	-1	q12.1	protein_coding	patient4	28848	18738	-0.0943	0.2285	3.2171	0.0926	3.0	0.0	-0.1602	0.028	0.944	Normal	LOH	-0.1602	-0.1602	0
ENSG00000137265	IRF4	chr6	391752	411443	1	p25.3	protein_coding	patient4	27249	20352	0.5779	0.3765	4.4952	2.2297	4.0	2.0	0.8626	0.3316	0.3369	Normal	HET	0.8626	0.8626	0
ENSG00000136997	MYC	chr8	127735434	127742950	1	q24.21	protein_coding	patient4	28747	16965	0.0998	0.3515	3.0466	1.0919	3.0	1.0	0.1622	0.2638	0.4723	Normal	HET	0.1622	0.1622	0
ENSG00000205755	CRLF2	chrX	1187549	1212750	-1	p22.33	protein_coding	patient4	72022	24151	-0.1431	0.2301	3.0607	0.0576	3.0	0.0	-0.2462	0.0185	0.9631	Normal	LOH	-0.2462	-0.2462	0
ENSG00000179218	CALR	chr19	12938578	12944489	1	p13.13	protein_coding	patient4	3336	1901	-0.2788	0.2659	2.4948	0.1244	2.0	0.0	-0.4978	0.0475	0.905	Normal	LOH	-0.4978	-0.4978	0
ENSG00000168685	IL7R	chr5	35852695	35879603	1	p13.2	protein_coding	patient4	13762	10312	0.5082	0.496	3.1813	3.111	3.0	3.0	0.7666	0.4944	0.0112	Normal	HET	0.7666	0.7666	0
ENSG00000109670	FBXW7	chr4	152320544	152536092	-1	q31.3	protein_coding	patient4	49039	33403	0.3712	0.1611	5.4429	0.058	5.0	0.0	0.5727	0.0105	0.9789	Normal	LOH	0.5727	0.5727	0
ENSG00000112679	DUSP22	chr6	291630	351355	1	p25.3	protein_coding	patient4	1075	1111	-0.7923	0.0879	0.9398	0.0	1.0	0.0	-0.9297	-0.0095	1.019	Normal	LOH	-0.9297	-0.9297	0
ENSG00000104884	ERCC2	chr19	45349837	45370918	-1	q13.32	protein_coding	patient4	19946	13506	-0.0113	0.3986	2.4436	1.2071	2.0	1.0	-0.0188	0.3306	0.3387	Normal	HET	-0.0188	-0.0188	0
ENSG00000149311	ATM	chr11	108222484	108369102	1	q22.3	protein_coding	patient4	72981	47852	-0.1454	0.3976	2.1238	0.986	2.0	1.0	-0.2501	0.3171	0.3659	Normal	HET	-0.2501	-0.2501	0
ENSG00000157873	TNFRSF14	chr1	2555639	2565382	1	p36.32	protein_coding	patient4	11808	7891	0.0099	0.4181	2.3768	1.3639	2.0	1.0	0.0164	0.3646	0.2708	Normal	HET	0.0164	0.0164	0
ENSG00000174775	HRAS	chr11	532242	537287	-1	p15.5	protein_coding	patient4	7781	7111	-0.0067	0.3963	2.4688	1.2012	2.0	1.0	-0.0112	0.3273	0.3454	Normal	HET	-0.0112	-0.0112	0
ENSG00000169032	MAP2K1	chr15	66386817	66492312	1	q22.31	protein_coding	patient4	55397	33221	-0.1169	0.2306	3.1362	0.0843	3.0	0.0	-0.1997	0.0262	0.9477	Normal	LOH	-0.1997	-0.1997	0
ENSG00000171094	ALK	chr2	29192774	29921586	-1	p23.1	protein_coding	patient4	44781	30080	0.0456	0.3768	2.7292	1.1665	3.0	1.0	0.0749	0.2994	0.4011	Normal	HET	0.0749	0.0749	0
ENSG00000012048	BRCA1	chr17	43044295	43170245	-1	q21.31	protein_coding	patient4	21868	11556	0.0162	0.2105	3.6824	0.0854	4.0	0.0	0.0268	0.0227	0.9547	Normal	LOH	0.0268	0.0268	0
ENSG00000141736	ERBB2	chr17	39687914	39730426	1	q12	protein_coding	patient4	21868	11556	0.0162	0.2105	3.6824	0.0854	4.0	0.0	0.0268	0.0227	0.9547	Normal	LOH	0.0268	0.0268	0
ENSG00000119772	DNMT3A	chr2	25227855	25342590	-1	p23.3	protein_coding	patient4	44781	30080	0.0456	0.3768	2.7292	1.1665	3.0	1.0	0.0749	0.2994	0.4011	Normal	HET	0.0749	0.0749	0
ENSG00000105397	TYK2	chr19	10350529	10380676	-1	p13.2	protein_coding	patient5	3336	1901	-0.2788	0.2659	2.4948	0.1244	2.0	0.0	-0.4978	0.0475	0.905	Normal	LOH	-0.4978	-0.4978	0
ENSG00000115524	SF3B1	chr2	197388515	197435091	-1	q33.1	protein_coding	patient5	132190	74489	0.011	0.3783	2.626	1.1194	3.0	1.0	0.0182	0.2989	0.4022	Normal	HET	0.0182	0.0182	0
ENSG00000171456	ASXL1	chr20	32358330	32439319	1	q11.21	protein_coding	patient5	20330	10605	0.6771	0.3704	4.9615	2.4161	5.0	2.0	0.9962	0.3275	0.345	Normal	HET	0.9962	0.9962	0
ENSG00000100393	EP300	chr22	41092592	41180077	1	q13.2	protein_coding	patient5	28848	18738	-0.0943	0.2285	3.2171	0.0926	3.0	0.0	-0.1602	0.028	0.944	Normal	LOH	-0.1602	-0.1602	0
ENSG00000172175	MALT1	chr18	58671386	58754477	1	q21.32	protein_coding	patient5	20924	14767	-0.1399	0.4018	2.1127	1.0181	2.0	1.0	-0.2404	0.3252	0.3496	Normal	HET	-0.2404	-0.2404	0
ENSG00000071564	TCF3	chr19	1609284	1652615	-1	p13.3	protein_coding	patient5	7508	5939	0.0103	0.2165	3.6257	0.117	4.0	0.0	0.0171	0.0313	0.9375	Normal	LOH	0.0171	0.0171	0
ENSG00000135679	MDM2	chr12	68808177	68850686	1	q15	protein_coding	patient5	9019	4696	-0.0615	0.4084	2.2603	1.1818	2.0	1.0	-0.1037	0.3433	0.3133	Normal	HET	-0.1037	-0.1037	0
ENSG00000157764	BRAF	chr7	140719327	140924928	-1	q34	protein_coding	patient5	51401	31177	0.1588	0.4974	2.2247	2.1884	2.0	2.0	0.2548	0.4959	0.0082	Normal	HET	0.2548	0.2548	0
ENSG00000197646	PDCD1LG2	chr9	5510570	5571254	1	p24.1	protein_coding	patient5	83666	52817	-0.381	0.274	2.2026	0.0703	2.0	0.0	-0.7024	0.0309	0.9381	Normal	LOH	-0.7024	-0.7024	0
ENSG00000204103	MAFB	chr20	40685848	40689236	-1	q12	protein_coding	patient5	20330	10605	0.6771	0.3704	4.9615	2.4161	5.0	2.0	0.9962	0.3275	0.345	Normal	HET	0.9962	0.9962	0
ENSG00000187266	EPOR	chr19	11377207	11384342	-1	p13.2	protein_coding	patient5	3336	1901	-0.2788	0.2659	2.4948	0.1244	2.0	0.0	-0.4978	0.0475	0.905	Normal	LOH	-0.4978	-0.4978	0
ENSG00000152217	SETBP1	chr18	44680173	45068510	1	q12.3	protein_coding	patient5	9625	6246	-0.0581	0.3848	2.4077	1.0484	2.0	1.0	-0.0978	0.3033	0.3933	Normal	HET	-0.0978	-0.0978	0
ENSG00000085224	ATRX	chrX	77504878	77786233	-1	q21.1	protein_coding	patient5	72022	24151	-0.1431	0.2301	3.0607	0.0576	3.0	0.0	-0.2462	0.0185	0.9631	Normal	LOH	-0.2462	-0.2462	0
ENSG00000140538	NTRK3	chr15	87859751	88256768	-1	q25.3	protein_coding	patient5	55397	33221	-0.1169	0.2306	3.1362	0.0843	3.0	0.0	-0.1997	0.0262	0.9477	Normal	LOH	-0.1997	-0.1997	0
ENSG00000101972	STAG2	chrX	123960212	124422664	1	q25	protein_coding	patient5	35290	11412	-0.164	0.2337	2.9795	0.0589	3.0	0.0	-0.2836	0.0194	0.9612	Normal	LOH	-0.2836	-0.2836	0
ENSG00000127528	KLF2	chr19	16324817	16327874	1	p13.11	protein_coding	patient5	3834	2721	1.2933	0.2434	10.1691	2.442	10.0	2.0	1.7697	0.1936	0.6127	AMP	HET	1.7697	1.7697	0
ENSG00000138376	BARD1	chr2	214725646	214809683	-1	q35	protein_coding	patient5	132190	74489	0.011	0.3783	2.626	1.1194	3.0	1.0	0.0182	0.2989	0.4022	Normal	HET	0.0182	0.0182	0
ENSG00000133703	KRAS	chr12	25204789	25250936	-1	p12.1	protein_coding	patient5	22894	13783	-0.0748	0.4072	2.2351	1.153	2.0	1.0	-0.1265	0.3403	0.3194	Normal	HET	-0.1265	-0.1265	0
ENSG00000185920	PTCH1	chr9	95442980	95517057	-1	q22.32	protein_coding	patient5	83666	52817	-0.381	0.274	2.2026	0.0703	2.0	0.0	-0.7024	0.0309	0.9381	Normal	LOH	-0.7024	-0.7024	0
ENSG00000121879	PIK3CA	chr3	179148114	179240093	1	q26.32	protein_coding	patient5	26406	17126	0.935	0.2934	7.0767	2.2237	7.0	2.0	1.3304	0.2391	0.5218	AMP	HET	1.3304	1.3304	0
ENSG00000023445	BIRC3	chr11	102317450	102339403	1	q22.2	protein_coding	patient5	72981	47852	-0.1454	0.3976	2.1238	0.986	2.0	1.0	-0.2501	0.3171	0.3659	Normal	HET	-0.2501	-0.2501	0
ENSG00000171791	BCL2	chr18	63123346	63320128	-1	q21.33	protein_coding	patient5	20924	14767	-0.1399	0.4018	2.1127	1.0181	2.0	1.0	-0.2404	0.3252	0.3496	Normal	HET	-0.2404	-0.2404	0
ENSG00000120217	CD274	chr9	5450503	5470566	1	p24.1	protein_coding	patient5	83666	52817	-0.381	0.274	2.2026	0.0703	2.0	0.0	-0.7024	0.0309	0.9381	Normal	LOH	-0.7024	-0.7024	0
ENSG00000156531	PHF6	chrX	134373253	134428791	1	q26.2	protein_coding	patient5	35290	11412	-0.164	0.2337	2.9795	0.0589	3.0	0.0	-0.2836	0.0194	0.9612	Normal	LOH	-0.2836	-0.2836	0
ENSG00000105976	MET	chr7	116672196	116798386	1	q31.2	protein_coding	patient5	51401	31177	0.1588	0.4974	2.2247	2.1884	2.0	2.0	0.2548	0.4959	0.0082	Normal	HET	0.2548	0.2548	0
ENSG00000141510	TP53	chr17	7661779	7687550	-1	p13.1	protein_coding	patient5	19960	11947	-0.1475	0.2374	3.0071	0.0944	3.0	0.0	-0.254	0.0304	0.9391	Normal	LOH	-0.254	-0.254	0
ENSG00000139163	ETNK1	chr12	22625075	22690665	1	p12.1	protein_coding	patient5	22894	13783	-0.0748	0.4072	2.2351	1.153	2.0	1.0	-0.1265	0.3403	0.3194	Normal	HET	-0.1265	-0.1265	0
ENSG00000096968	JAK2	chr9	4984390	5128183	1	p24.1	protein_coding	patient5	83666	52817	-0.381	0.274	2.2026	0.0703	2.0	0.0	-0.7024	0.0309	0.9381	Normal	LOH	-0.7024	-0.7024	0
ENSG00000245848	CEBPA	chr19	33299934	33302534	-1	q13.11	protein_coding	patient5	19946	13506	-0.0113	0.3986	2.4436	1.2071	2.0	1.0	-0.0188	0.3306	0.3387	Normal	HET	-0.0188	-0.0188	0
ENSG00000147889	CDKN2A	chr9	21967753	21995301	-1	p21.3	protein_coding	patient5	83666	52817	-0.381	0.274	2.2026	0.0703	2.0	0.0	-0.7024	0.0309	0.9381	Normal	LOH	-0.7024	-0.7024	0
ENSG00000099956	SMARCB1	chr22	23786931	23838008	1	q11.23	protein_coding	patient5	28848	18738	-0.0943	0.2285	3.2171	0.0926	3.0	0.0	-0.1602	0.028	0.944	Normal	LOH	-0.1602	-0.1602	0
ENSG00000157168	NRG1	chr8	31639222	32855666	1	p12	protein_coding	patient5	38039	30401	-0.3304	0.2649	2.3689	0.0722	2.0	0.0	-0.5994	0.0296	0.9409	Normal	LOH	-0.5994	-0.5994	0
ENSG00000077782	FGFR1	chr8	38400215	38468834	-1	p11.23	protein_coding	patient5	38039	30401	-0.3304	0.2649	2.3689	0.0722	2.0	0.0	-0.5994	0.0296	0.9409	Normal	LOH	-0.5994	-0.5994	0
ENSG00000068078	FGFR3	chr4	1793293	1808872	1	p16.3	protein_coding	patient5	14396	12329	-0.375	0.2713	2.2296	0.0628	2.0	0.0	-0.6901	0.0274	0.9452	Normal	LOH	-0.6901	-0.6901	0
ENSG00000182054	IDH2	chr15	90083045	90102504	-1	q26.1	protein_coding	patient5	55397	33221	-0.1169	0.2306	3.1362	0.0843	3.0	0.0	-0.1997	0.0262	0.9477	Normal	LOH	-0.1997	-0.1997	0
ENSG00000148400	NOTCH1	chr9	136494433	136546048	-1	q34.3	protein_coding	patient5	14502	7934	-0.3192	0.2681	2.3816	0.0978	2.0	0.0	-0.577	0.0394	0.9211	Normal	LOH	-0.577	-0.577	0
ENSG00000100311	PDGFB	chr22	39223359	39244751	-1	q13.1	protein_coding	patient5	28848	18738	-0.0943	0.2285	3.2171	0.0926	3.0	0.0	-0.1602	0.028	0.944	Normal	LOH	-0.1602	-0.1602	0
ENSG00000091831	ESR1	chr6	151656691	152129619	1	q25.1	protein_coding	patient5	85129	53361	-0.3799	0.2731	2.2093	0.0669	2.0	0.0	-0.7003	0.0294	0.9412	Normal	LOH	-0.7003	-0.7003	0
ENSG00000066468	FGFR2	chr10	121478334	121598458	-1	q26.13	protein_coding	patient5	45741	28525	-0.0599	0.3923	2.3589	1.0897	2.0	1.0	-0.1009	0.316	0.368	Normal	HET	-0.1009	-0.1009	0
ENSG00000139083	ETV6	chr12	11649854	11895402	1	p13.2	protein_coding	patient5	22894	13783	-0.0748	0.4072	2.2351	1.153	2.0	1.0	-0.1265	0.3403	0.3194	Normal	HET	-0.1265	-0.1265	0
ENSG00000178573	MAF	chr16	79585843	79600737	-1	q23.2	protein_coding	patient5	60578	41514	0.1019	0.4979	2.0882	2.0599	2.0	2.0	0.1655	0.4966	0.0068	Normal	HET	0.1655	0.1655	0
ENSG00000138413	IDH1	chr2	208236227	208266074	-1	q34	protein_coding	patient5	132190	74489	0.011	0.3783	2.626	1.1194	3.0	1.0	0.0182	0.2989	0.4022	Normal	HET	0.0182	0.0182	0
ENSG00000097007	ABL1	chr9	130713946	130887675	1	q34.12	protein_coding	patient5	14502	7934	-0.3192	0.2681	2.3816	0.0978	2.0	0.0	-0.577	0.0394	0.9211	Normal	LOH	-0.577	-0.577	0
ENSG00000107485	GATA3	chr10	8045378	8075198	1	p14	protein_coding	patient5	17172	13073	-0.1054	0.4114	2.1387	1.127	2.0	1.0	-0.1795	0.3451	0.3098	Normal	HET	-0.1795	-0.1795	0
ENSG00000169249	ZRSR2	chrX	15790472	15823260	1	p22.2	protein_coding	patient5	72022	24151	-0.1431	0.2301	3.0607	0.0576	3.0	0.0	-0.2462	0.0185	0.9631	Normal	LOH	-0.2462	-0.2462	0
ENSG00000106462	EZH2	chr7	148807383	148884321	-1	q36.1	protein_coding	patient5	51401	31177	0.1588	0.4974	2.2247	2.1884	2.0	2.0	0.2548	0.4959	0.0082	Normal	HET	0.2548	0.2548	0
ENSG00000113916	BCL6	chr3	187721377	187745725	-1	q27.3	protein_coding	patient5	26406	17126	0.935	0.2934	7.0767	2.2237	7.0	2.0	1.3304	0.2391	0.5218	AMP	HET	1.3304	1.3304	0
ENSG00000183337	BCOR	chrX	40049815	40177329	-1	p11.4	protein_coding	patient5	72022	24151	-0.1431	0.2301	3.0607	0.0576	3.0	0.0	-0.2462	0.0185	0.9631	Normal	LOH	-0.2462	-0.2462	0
ENSG00000073282	TP63	chr3	189631389	189897276	1	q28	protein_coding	patient5	26406	17126	0.935	0.2934	7.0767	2.2237	7.0	2.0	1.3304	0.2391	0.5218	AMP	HET	1.3304	1.3304	0
ENSG00000187741	FANCA	chr16	89737549	89816657	-1	q24.3	protein_coding	patient5	60578	41514	0.1019	0.4979	2.0882	2.0599	2.0	2.0	0.1655	0.4966	0.0068	Normal	HET	0.1655	0.1655	0
ENSG00000183765	CHEK2	chr22	28687743	28742422	-1	q12.1	protein_coding	patient5	28848	18738	-0.0943	0.2285	3.2171	0.0926	3.0	0.0	-0.1602	0.028	0.944	Normal	LOH	-0.1602	-0.1602	0
ENSG00000137265	IRF4	chr6	391752	411443	1	p25.3	protein_coding	patient5	27249	20352	0.5779	0.3765	4.4952	2.2297	4.0	2.0	0.8626	0.3316	0.3369	Normal	HET	0.8626	0.8626	0
ENSG00000136997	MYC	chr8	127735434	127742950	1	q24.21	protein_coding	patient5	28747	16965	0.0998	0.3515	3.0466	1.0919	3.0	1.0	0.1622	0.2638	0.4723	Normal	HET	0.1622	0.1622	0
ENSG00000205755	CRLF2	chrX	1187549	1212750	-1	p22.33	protein_coding	patient5	72022	24151	-0.1431	0.2301	3.0607	0.0576	3.0	0.0	-0.2462	0.0185	0.9631	Normal	LOH	-0.2462	-0.2462	0
ENSG00000179218	CALR	chr19	12938578	12944489	1	p13.13	protein_coding	patient5	3336	1901	-0.2788	0.2659	2.4948	0.1244	2.0	0.0	-0.4978	0.0475	0.905	Normal	LOH	-0.4978	-0.4978	0
ENSG00000168685	IL7R	chr5	35852695	35879603	1	p13.2	protein_coding	patient5	13762	10312	0.5082	0.496	3.1813	3.111	3.0	3.0	0.7666	0.4944	0.0112	Normal	HET	0.7666	0.7666	0
ENSG00000109670	FBXW7	chr4	152320544	152536092	-1	q31.3	protein_coding	patient5	49039	33403	0.3712	0.1611	5.4429	0.058	5.0	0.0	0.5727	0.0105	0.9789	Normal	LOH	0.5727	0.5727	0
ENSG00000112679	DUSP22	chr6	291630	351355	1	p25.3	protein_coding	patient5	1075	1111	-0.7923	0.0879	0.9398	0.0	1.0	0.0	-0.9297	-0.0095	1.019	Normal	LOH	-0.9297	-0.9297	0
ENSG00000104884	ERCC2	chr19	45349837	45370918	-1	q13.32	protein_coding	patient5	19946	13506	-0.0113	0.3986	2.4436	1.2071	2.0	1.0	-0.0188	0.3306	0.3387	Normal	HET	-0.0188	-0.0188	0
ENSG00000149311	ATM	chr11	108222484	108369102	1	q22.3	protein_coding	patient5	72981	47852	-0.1454	0.3976	2.1238	0.986	2.0	1.0	-0.2501	0.3171	0.3659	Normal	HET	-0.2501	-0.2501	0
ENSG00000157873	TNFRSF14	chr1	2555639	2565382	1	p36.32	protein_coding	patient5	11808	7891	0.0099	0.4181	2.3768	1.3639	2.0	1.0	0.0164	0.3646	0.2708	Normal	HET	0.0164	0.0164	0
ENSG00000174775	HRAS	chr11	532242	537287	-1	p15.5	protein_coding	patient5	7781	7111	-0.0067	0.3963	2.4688	1.2012	2.0	1.0	-0.0112	0.3273	0.3454	Normal	HET	-0.0112	-0.0112	0
ENSG00000169032	MAP2K1	chr15	66386817	66492312	1	q22.31	protein_coding	patient5	55397	33221	-0.1169	0.2306	3.1362	0.0843	3.0	0.0	-0.1997	0.0262	0.9477	Normal	LOH	-0.1997	-0.1997	0
ENSG00000171094	ALK	chr2	29192774	29921586	-1	p23.1	protein_coding	patient5	44781	30080	0.0456	0.3768	2.7292	1.1665	3.0	1.0	0.0749	0.2994	0.4011	Normal	HET	0.0749	0.0749	0
ENSG00000012048	BRCA1	chr17	43044295	43170245	-1	q21.31	protein_coding	patient5	21868	11556	0.0162	0.2105	3.6824	0.0854	4.0	0.0	0.0268	0.0227	0.9547	Normal	LOH	0.0268	0.0268	0
ENSG00000141736	ERBB2	chr17	39687914	39730426	1	q12	protein_coding	patient5	21868	11556	0.0162	0.2105	3.6824	0.0854	4.0	0.0	0.0268	0.0227	0.9547	Normal	LOH	0.0268	0.0268	0
ENSG00000119772	DNMT3A	chr2	25227855	25342590	-1	p23.3	protein_coding	patient5	44781	30080	0.0456	0.3768	2.7292	1.1665	3.0	1.0	0.0749	0.2994	0.4011	Normal	HET	0.0749	0.0749	0
